YEAR,COUNTY_DISTRICT_CODE,DISTRICT_NAME,SCHOOL_CODE,SCHOOL_NAME,ENROLLMENT_GRADES_K_12,DISCIPLINE_INCIDENTS,DISCIPLINE_INCIDENT_RATE,DISCIPLINE_ALCOHOL,DISCIPLINE_ALCOHOL_RATE,DISCIPLINE_DRUG,DISCIPLINE_DRUG_RATE,DISCIPLINE_OTHER,DISCIPLINE_OTHER_RATE,DISCIPLINE_TOBACCO,DISCIPLINE_TOBACCO_RATE,DISCIPLINE_VIOLENCE,DISCIPLINE_VIOLENCE_RATE,DISCIPLINE_WEAPON,DISCIPLINE_WEAPON_RATE,DISCIPLINE_REMOVAL_IN_SCHL_SUSP,DISCIPLINE_REMOVAL_IN_SCHL_SUSP_RATE,DISCIPLINE_REMOVAL_OUT_SCHL_SUSP,DISCIPLINE_REMOVAL_OUT_SCHL_SUSP_RATE,DISCIPLINE_REMOVAL_EXPULSION,DISCIPLINE_EXPULSION_RATE,DISCIPLINE_MORE_10_DAYS,DISCIPLINE_MORE_10_DAYS_RATE
2013,002089,NORTH ANDREW CO. R-VI,3000,NORTH ANDREW MIDDLE,90,1,1.1,0,0,0,0,1,1.1,0,0,0,0,0,0,1,1.1,0,0,0,0,1,1.1
2014,002089,NORTH ANDREW CO. R-VI,3000,NORTH ANDREW MIDDLE,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,002089,NORTH ANDREW CO. R-VI,3000,NORTH ANDREW MIDDLE,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,002089,NORTH ANDREW CO. R-VI,3000,NORTH ANDREW MIDDLE,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,002089,NORTH ANDREW CO. R-VI,4020,NORTH ANDREW ELEM.,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,002089,NORTH ANDREW CO. R-VI,4020,NORTH ANDREW ELEM.,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,002089,NORTH ANDREW CO. R-VI,4020,NORTH ANDREW ELEM.,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,002089,NORTH ANDREW CO. R-VI,4020,NORTH ANDREW ELEM.,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,002089,NORTH ANDREW CO. R-VI,4020,NORTH ANDREW ELEM.,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,002089,NORTH ANDREW CO. R-VI,4020,NORTH ANDREW ELEM.,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,002089,NORTH ANDREW CO. R-VI,4020,NORTH ANDREW ELEM.,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,002089,NORTH ANDREW CO. R-VI,4020,NORTH ANDREW ELEM.,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,002089,NORTH ANDREW CO. R-VI,4020,NORTH ANDREW ELEM.,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,002089,NORTH ANDREW CO. R-VI,4020,NORTH ANDREW ELEM.,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,002089,NORTH ANDREW CO. R-VI,4020,NORTH ANDREW ELEM.,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,002089,NORTH ANDREW CO. R-VI,4020,NORTH ANDREW ELEM.,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,002089,NORTH ANDREW CO. R-VI,4020,NORTH ANDREW ELEM.,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,002089,NORTH ANDREW CO. R-VI,4020,NORTH ANDREW ELEM.,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,002089,NORTH ANDREW CO. R-VI,4020,NORTH ANDREW ELEM.,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,002089,NORTH ANDREW CO. R-VI,4020,NORTH ANDREW ELEM.,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,002090,AVENUE CITY R-IX,4020,AVENUE CITY ELEM.,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,002090,AVENUE CITY R-IX,4020,AVENUE CITY ELEM.,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,002090,AVENUE CITY R-IX,4020,AVENUE CITY ELEM.,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,002090,AVENUE CITY R-IX,4020,AVENUE CITY ELEM.,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,002090,AVENUE CITY R-IX,4020,AVENUE CITY ELEM.,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,002090,AVENUE CITY R-IX,4020,AVENUE CITY ELEM.,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,002090,AVENUE CITY R-IX,4020,AVENUE CITY ELEM.,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,002090,AVENUE CITY R-IX,4020,AVENUE CITY ELEM.,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,002090,AVENUE CITY R-IX,4020,AVENUE CITY ELEM.,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,002090,AVENUE CITY R-IX,4020,AVENUE CITY ELEM.,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,002090,AVENUE CITY R-IX,4020,AVENUE CITY ELEM.,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,002090,AVENUE CITY R-IX,4020,AVENUE CITY ELEM.,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,002090,AVENUE CITY R-IX,4020,AVENUE CITY ELEM.,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,002090,AVENUE CITY R-IX,4020,AVENUE CITY ELEM.,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,002090,AVENUE CITY R-IX,4020,AVENUE CITY ELEM.,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,002090,AVENUE CITY R-IX,4020,AVENUE CITY ELEM.,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,002097,SAVANNAH R-III,1050,SAVANNAH HIGH,743,1,0.1,0,0,0,0,1,0.1,0,0,0,0,0,0,0,0,1,0.1,0,0,0,0
2002,002097,SAVANNAH R-III,1050,SAVANNAH HIGH,751,2,0.3,0,0,0,0,1,0.1,0,0,1,0.1,0,0,0,0,2,0.3,0,0,2,0.3
2003,002097,SAVANNAH R-III,1050,SAVANNAH HIGH,751,11,1.5,0,0,3,0.4,5,0.7,0,0,2,0.3,1,0.1,0,0,11,1.5,0,0,7,0.9
2004,002097,SAVANNAH R-III,1050,SAVANNAH HIGH,742,7,0.9,0,0,3,0.4,3,0.4,0,0,0,0,1,0.1,0,0,7,0.9,0,0,6,0.8
2005,002097,SAVANNAH R-III,1050,SAVANNAH HIGH,741,6,0.8,0,0,0,0,6,0.8,0,0,0,0,0,0,0,0,6,0.8,0,0,0,0
2006,002097,SAVANNAH R-III,1050,SAVANNAH HIGH,747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,002097,SAVANNAH R-III,1050,SAVANNAH HIGH,766,5,0.7,0,0,3,0.4,2,0.3,0,0,0,0,0,0,0,0,5,0.7,0,0,5,0.7
2008,002097,SAVANNAH R-III,1050,SAVANNAH HIGH,773,6,0.8,0,0,0,0,3,0.4,0,0,1,0.1,2,0.3,0,0,6,0.8,0,0,0,0
2009,002097,SAVANNAH R-III,1050,SAVANNAH HIGH,764,2,0.3,1,0.1,1,0.1,0,0,0,0,0,0,0,0,0,0,2,0.3,0,0,0,0
2010,002097,SAVANNAH R-III,1050,SAVANNAH HIGH,743,2,0.3,0,0,0,0,2,0.3,0,0,0,0,0,0,0,0,2,0.3,0,0,0,0
2011,002097,SAVANNAH R-III,1050,SAVANNAH HIGH,729,6,0.8,0,0,1,0.1,5,0.7,0,0,0,0,0,0,2,0.3,4,0.5,0,0,0,0
2012,002097,SAVANNAH R-III,1050,SAVANNAH HIGH,719,8,1.1,0,0,1,0.1,6,0.8,0,0,0,0,0,0,1,0.1,7,1,0,0,0,0
2013,002097,SAVANNAH R-III,1050,SAVANNAH HIGH,702,4,0.6,0,0,0,0,4,0.6,0,0,0,0,0,0,1,0.1,3,0.4,0,0,1,0.1
2014,002097,SAVANNAH R-III,1050,SAVANNAH HIGH,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,002097,SAVANNAH R-III,1050,SAVANNAH HIGH,760,3,0.4,0,0,1,0.1,1,0.1,0,0,0,0,0,0,1,0.1,2,0.3,0,0,0,0
2016,002097,SAVANNAH R-III,1050,SAVANNAH HIGH,743,4,0.5,0,0,2,0.3,0,0,0,0,0,0,2,0.3,0,0,4,0.5,0,0,0,0
2001,002097,SAVANNAH R-III,3000,SAVANNAH MIDDLE,485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,002097,SAVANNAH R-III,3000,SAVANNAH MIDDLE,464,1,0.2,0,0,1,0.2,0,0,0,0,0,0,0,0,0,0,1,0.2,0,0,0,0
2003,002097,SAVANNAH R-III,3000,SAVANNAH MIDDLE,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,002097,SAVANNAH R-III,3000,SAVANNAH MIDDLE,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,002097,SAVANNAH R-III,3000,SAVANNAH MIDDLE,487,2,0.4,0,0,0,0,2,0.4,0,0,0,0,0,0,0,0,2,0.4,0,0,1,0.2
2006,002097,SAVANNAH R-III,3000,SAVANNAH MIDDLE,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,002097,SAVANNAH R-III,3000,SAVANNAH MIDDLE,485,1,0.2,0,0,0,0,1,0.2,0,0,0,0,0,0,0,0,1,0.2,0,0,0,0
2008,002097,SAVANNAH R-III,3000,SAVANNAH MIDDLE,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,002097,SAVANNAH R-III,3000,SAVANNAH MIDDLE,453,5,1.1,0,0,0,0,2,0.4,0,0,3,0.7,0,0,1,0.2,4,0.9,0,0,1,0.2
2010,002097,SAVANNAH R-III,3000,SAVANNAH MIDDLE,548,3,0.5,0,0,0,0,2,0.4,0,0,0,0,1,0.2,0,0,3,0.5,0,0,0,0
2011,002097,SAVANNAH R-III,3000,SAVANNAH MIDDLE,557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,002097,SAVANNAH R-III,3000,SAVANNAH MIDDLE,574,2,0.3,0,0,0,0,2,0.3,0,0,0,0,0,0,0,0,1,0.2,1,0.2,1,0.2
2013,002097,SAVANNAH R-III,3000,SAVANNAH MIDDLE,564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,002097,SAVANNAH R-III,3000,SAVANNAH MIDDLE,548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,002097,SAVANNAH R-III,3000,SAVANNAH MIDDLE,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,002097,SAVANNAH R-III,3000,SAVANNAH MIDDLE,531,3,0.6,0,0,0,0,2,0.4,0,0,0,0,1,0.2,0,0,3,0.6,0,0,1,0.2
2001,002097,SAVANNAH R-III,4010,AMAZONIA ELEM.,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,002097,SAVANNAH R-III,4010,AMAZONIA ELEM.,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,002097,SAVANNAH R-III,4010,AMAZONIA ELEM.,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,002097,SAVANNAH R-III,4010,AMAZONIA ELEM.,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,002097,SAVANNAH R-III,4010,AMAZONIA ELEM.,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,002097,SAVANNAH R-III,4010,AMAZONIA ELEM.,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,002097,SAVANNAH R-III,4010,AMAZONIA ELEM.,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,002097,SAVANNAH R-III,4010,AMAZONIA ELEM.,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,002097,SAVANNAH R-III,4010,AMAZONIA ELEM.,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,002097,SAVANNAH R-III,4010,AMAZONIA ELEM.,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,002097,SAVANNAH R-III,4010,AMAZONIA ELEM.,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,002097,SAVANNAH R-III,4010,AMAZONIA ELEM.,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,002097,SAVANNAH R-III,4010,AMAZONIA ELEM.,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,002097,SAVANNAH R-III,4010,AMAZONIA ELEM.,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,002097,SAVANNAH R-III,4010,AMAZONIA ELEM.,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,002097,SAVANNAH R-III,4010,AMAZONIA ELEM.,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,002097,SAVANNAH R-III,4015,HELENA ELEM.,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,002097,SAVANNAH R-III,4015,HELENA ELEM.,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,002097,SAVANNAH R-III,4015,HELENA ELEM.,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,002097,SAVANNAH R-III,4015,HELENA ELEM.,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,002097,SAVANNAH R-III,4015,HELENA ELEM.,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,002097,SAVANNAH R-III,4015,HELENA ELEM.,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,002097,SAVANNAH R-III,4015,HELENA ELEM.,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,002097,SAVANNAH R-III,4015,HELENA ELEM.,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,002097,SAVANNAH R-III,4015,HELENA ELEM.,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,002097,SAVANNAH R-III,4015,HELENA ELEM.,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,002097,SAVANNAH R-III,4015,HELENA ELEM.,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,002097,SAVANNAH R-III,4015,HELENA ELEM.,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,002097,SAVANNAH R-III,4015,HELENA ELEM.,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,002097,SAVANNAH R-III,4015,HELENA ELEM.,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,002097,SAVANNAH R-III,4015,HELENA ELEM.,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,002097,SAVANNAH R-III,4015,HELENA ELEM.,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,002097,SAVANNAH R-III,4020,JOHN GLENN ELEM.,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,002097,SAVANNAH R-III,4020,JOHN GLENN ELEM.,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,002097,SAVANNAH R-III,4020,JOHN GLENN ELEM.,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,002097,SAVANNAH R-III,4020,JOHN GLENN ELEM.,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,002097,SAVANNAH R-III,4020,JOHN GLENN ELEM.,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,002097,SAVANNAH R-III,4020,JOHN GLENN ELEM.,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,002097,SAVANNAH R-III,4020,JOHN GLENN ELEM.,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,002097,SAVANNAH R-III,4020,JOHN GLENN ELEM.,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,002097,SAVANNAH R-III,4020,JOHN GLENN ELEM.,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,002097,SAVANNAH R-III,4020,JOHN GLENN ELEM.,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,002097,SAVANNAH R-III,4020,JOHN GLENN ELEM.,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,002097,SAVANNAH R-III,4020,JOHN GLENN ELEM.,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,002097,SAVANNAH R-III,4020,JOHN GLENN ELEM.,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,002097,SAVANNAH R-III,4020,JOHN GLENN ELEM.,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,002097,SAVANNAH R-III,4020,JOHN GLENN ELEM.,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,002097,SAVANNAH R-III,4020,JOHN GLENN ELEM.,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,002097,SAVANNAH R-III,4040,MINNIE CLINE ELEM.,558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,002097,SAVANNAH R-III,4040,MINNIE CLINE ELEM.,561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,002097,SAVANNAH R-III,4040,MINNIE CLINE ELEM.,556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,002097,SAVANNAH R-III,4040,MINNIE CLINE ELEM.,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,002097,SAVANNAH R-III,4040,MINNIE CLINE ELEM.,581,2,0.3,0,0,0,0,1,0.2,0,0,1,0.2,0,0,0,0,2,0.3,0,0,0,0
2006,002097,SAVANNAH R-III,4040,MINNIE CLINE ELEM.,579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,002097,SAVANNAH R-III,4040,MINNIE CLINE ELEM.,590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,002097,SAVANNAH R-III,4040,MINNIE CLINE ELEM.,612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,002097,SAVANNAH R-III,4040,MINNIE CLINE ELEM.,624,2,0.3,0,0,0,0,2,0.3,0,0,0,0,0,0,1,0.2,1,0.2,0,0,0,0
2010,002097,SAVANNAH R-III,4040,MINNIE CLINE ELEM.,594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,002097,SAVANNAH R-III,4040,MINNIE CLINE ELEM.,591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,002097,SAVANNAH R-III,4040,MINNIE CLINE ELEM.,574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,002097,SAVANNAH R-III,4040,MINNIE CLINE ELEM.,567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,002097,SAVANNAH R-III,4040,MINNIE CLINE ELEM.,543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,002097,SAVANNAH R-III,4040,MINNIE CLINE ELEM.,566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,002097,SAVANNAH R-III,4040,MINNIE CLINE ELEM.,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,003031,TARKIO R-I,1030,TARKIO ACADEMY,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,003031,TARKIO R-I,1030,TARKIO ACADEMY,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,003031,TARKIO R-I,1030,TARKIO ACADEMY,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,003031,TARKIO R-I,1030,TARKIO ACADEMY,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,003031,TARKIO R-I,1050,TARKIO HIGH,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,003031,TARKIO R-I,1050,TARKIO HIGH,207,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1
2003,003031,TARKIO R-I,1050,TARKIO HIGH,218,1,0.5,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,1,0.5,0,0,1,0.5
2004,003031,TARKIO R-I,1050,TARKIO HIGH,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,003031,TARKIO R-I,1050,TARKIO HIGH,213,3,1.4,0,0,0,0,1,0.5,0,0,2,0.9,0,0,1,0.5,2,0.9,0,0,3,1.4
2006,003031,TARKIO R-I,1050,TARKIO HIGH,215,1,0.5,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0
2007,003031,TARKIO R-I,1050,TARKIO HIGH,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,003031,TARKIO R-I,1050,TARKIO HIGH,196,1,0.5,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0
2009,003031,TARKIO R-I,1050,TARKIO HIGH,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,003031,TARKIO R-I,1050,TARKIO HIGH,190,2,1.1,0,0,0,0,1,0.5,0,0,1,0.5,0,0,0,0,2,1.1,0,0,0,0
2011,003031,TARKIO R-I,1050,TARKIO HIGH,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,003031,TARKIO R-I,1050,TARKIO HIGH,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,003031,TARKIO R-I,1050,TARKIO HIGH,133,1,0.8,0,0,1,0.8,0,0,0,0,0,0,0,0,0,0,1,0.8,0,0,0,0
2014,003031,TARKIO R-I,1050,TARKIO HIGH,142,1,0.7,0,0,1,0.7,0,0,0,0,0,0,0,0,0,0,1,0.7,0,0,0,0
2015,003031,TARKIO R-I,1050,TARKIO HIGH,125,5,4,0,0,3,2.4,2,1.6,0,0,0,0,0,0,0,0,5,4,0,0,0,0
2016,003031,TARKIO R-I,1050,TARKIO HIGH,123,1,0.8,0,0,0,0,0,0,0,0,0,0,1,0.8,0,0,1,0.8,0,0,1,0.8
2001,003031,TARKIO R-I,4020,TARKIO ELEM.,250,1,0.4,0,0,0,0,0,0,0,0,0,0,1,0.4,0,0,1,0.4,0,0,0,0
2002,003031,TARKIO R-I,4020,TARKIO ELEM.,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,003031,TARKIO R-I,4020,TARKIO ELEM.,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,003031,TARKIO R-I,4020,TARKIO ELEM.,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,003031,TARKIO R-I,4020,TARKIO ELEM.,226,1,0.4,0,0,0,0,0,0,0,0,1,0.4,0,0,0,0,1,0.4,0,0,1,0.4
2006,003031,TARKIO R-I,4020,TARKIO ELEM.,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,003031,TARKIO R-I,4020,TARKIO ELEM.,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,003031,TARKIO R-I,4020,TARKIO ELEM.,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,003031,TARKIO R-I,4020,TARKIO ELEM.,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,003031,TARKIO R-I,4020,TARKIO ELEM.,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,003031,TARKIO R-I,4020,TARKIO ELEM.,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,003031,TARKIO R-I,4020,TARKIO ELEM.,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,003031,TARKIO R-I,4020,TARKIO ELEM.,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
